ID,Class,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20,Feature21,Feature22,Feature23,Feature24,Feature25,Feature26,Feature27,Feature28,Feature29,Feature30,Feature31,Feature32,Feature33,Feature34,Feature35,Feature36,Feature37,Feature38,Feature39,Feature40,Feature41,Feature42,Feature43,Feature44,Feature45,Feature46,Feature47,Feature48,Feature49,Feature50,Feature51,Feature52,Feature53,Feature54,Feature55,Feature56,Feature57,Feature58,Feature59,Feature60,Feature61,Feature62,Feature63,Feature64,Feature65,Feature66,Feature67,Feature68,Feature69,Feature70,Feature71,Feature72,Feature73,Feature74,Feature75,Feature76,Feature77,Feature78,Feature79,Feature80
5984,dolphin,2,5,0,3,2,1,2,1,2,3,0,3,1,1,2,6,2,1,3,2,3,2,0,5,6,2,4,2,7,7,1,4,4,6,6,6,3,1,4,3,5,0,0,1,3,3,3,2,6,6,2,2,3,6,6,5,2,6,3,4,4,0,1,0,0,3,1,2,2,4,1,5,5,5,4,4,4,6,6,3
5985,airplanes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,1,0,0,1,1,0,1,1,1,0,0,0,2,2,0,2,1,1,7,1,4,2,1,7,3,1,2,2,5,3,4,2,1,2,0,0,0,1,5,1,2,0,1,6,3,1,2,0,5,0,1,0
5986,buddha,0,0,1,1,0,0,1,1,0,1,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,3,3,3,4,5,3,0,1,0,0,1,1,0,1,0,1,6,1,5,5,4,6,2,4,6,2,5,3,5,3,4,3,3,5,5,4,4,4,5,5,6,3,4,7,3,5,4,3,6,5,5
5987,electric_guitar,2,1,0,2,3,2,4,3,3,5,0,2,0,0,1,0,1,1,0,1,1,1,3,4,5,1,3,3,3,6,0,0,1,0,0,0,1,2,2,1,6,4,2,3,1,4,4,6,4,4,1,5,5,5,3,1,5,4,2,3,3,0,3,7,4,1,1,4,4,6,0,0,1,0,2,0,0,0,0,1
5988,sunflower,0,0,0,0,0,1,0,1,1,1,2,0,2,0,3,0,0,0,0,0,0,0,0,0,1,2,3,3,3,6,4,1,4,4,7,0,2,1,1,3,3,2,2,6,5,0,5,4,4,6,3,3,4,4,6,1,4,7,4,5,2,3,4,4,6,4,1,5,4,5,6,1,2,4,6,3,2,6,5,7
5989,car_side,5,3,3,6,1,6,5,2,3,4,5,3,4,3,2,5,3,5,6,3,0,7,4,4,2,1,7,4,4,2,1,7,4,5,2,0,7,2,3,2,0,5,0,0,0,0,6,0,0,0,0,5,2,2,0,0,2,0,0,0,0,6,0,0,0,0,6,0,0,0,0,5,0,0,0,0,6,0,0,0
5990,cannon,0,3,2,2,2,0,4,5,3,3,1,3,5,4,4,2,3,6,3,7,3,5,5,5,4,1,6,5,2,6,2,5,3,2,6,1,6,4,5,4,3,5,5,5,6,2,3,6,5,5,2,3,5,6,6,2,2,5,4,4,2,2,4,4,7,1,3,3,6,7,1,4,6,4,6,1,5,6,4,6
5991,airplanes,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,2,1,3,1,0,3,0,1,1,0,1,0,0,0,2,1,1,1,0,3,6,1,4,4,1,6,6,5,3,0,2,2,0,1,1,5,0,2,2,0,4,1,2,0,0,3,0,4,2,0,0,0,0,1
5992,dolphin,0,0,6,0,3,0,1,7,1,2,0,1,1,2,4,0,1,2,7,3,2,1,7,1,6,0,6,5,5,2,0,5,2,6,5,2,3,6,7,5,1,1,6,7,3,1,2,3,1,6,2,1,3,1,7,4,2,7,4,5,0,0,0,7,1,1,1,5,7,6,1,0,7,1,7,0,0,7,0,1
5993,Leopards,2,2,0,0,0,0,3,0,0,0,0,3,0,0,0,2,2,0,0,0,3,0,0,0,0,0,0,1,0,2,0,0,1,1,2,3,0,0,0,0,3,0,1,3,3,2,1,3,3,7,3,1,2,1,5,3,1,4,1,3,4,3,4,5,6,3,3,5,7,6,2,3,6,3,7,3,3,7,1,6
5994,starfish,4,1,5,3,7,3,1,6,6,7,2,3,2,5,5,2,3,4,3,7,1,5,2,6,6,2,4,5,6,7,1,2,5,5,6,1,4,4,4,6,1,2,4,6,7,5,2,5,6,5,4,1,1,6,7,1,1,6,6,7,1,4,3,4,6,2,4,5,4,6,2,1,3,5,5,2,3,4,4,6
5995,BACKGROUND_Google,6,5,2,4,3,3,5,4,1,4,4,5,2,2,4,5,5,1,3,4,6,5,1,3,2,4,3,4,3,5,4,2,3,3,4,6,3,3,1,3,6,5,2,0,3,4,3,5,3,4,4,2,5,1,6,5,5,1,3,4,4,7,0,1,4,0,7,0,4,2,0,7,1,1,3,1,7,2,2,2
5996,butterfly,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,4,2,3,4,1,5,0,4,1,4,5,1,2,1,1,4,0,1,1,3,2,5,1,2,4,7,5,1,3,6,6,0,1,1,0,2,0,0,0,0,0,0,1,1,1,2,0,1,2,1,2,0,0,0,0,0
5997,starfish,2,4,6,5,5,4,2,6,4,6,4,2,6,5,6,3,4,6,5,6,4,2,6,6,6,4,2,6,5,4,3,3,7,4,5,2,2,5,3,4,2,3,5,5,6,3,1,7,3,4,2,1,3,2,2,3,2,6,5,5,2,2,4,4,4,4,2,6,4,5,3,3,4,5,6,3,3,6,5,6
5998,nautilus,2,0,2,0,2,3,1,5,2,4,1,3,5,0,3,0,2,0,4,2,3,1,4,4,3,2,3,5,3,7,3,3,5,2,6,3,3,3,6,4,0,2,4,1,5,3,3,4,2,3,2,1,5,0,1,5,2,5,0,3,5,2,3,5,2,1,2,4,7,1,0,3,6,1,3,1,0,6,0,2
5999,Faces,3,3,4,5,5,1,4,6,4,4,2,3,2,7,3,2,6,2,2,2,2,4,4,2,1,5,2,5,6,4,5,2,6,6,4,4,1,1,4,3,2,3,1,0,0,5,2,4,5,3,6,3,6,3,3,5,5,2,6,5,3,1,4,1,2,5,1,2,6,4,4,1,6,3,4,0,4,0,5,2
6000,tick,6,0,5,1,5,4,1,6,3,6,4,2,4,5,2,4,1,3,2,3,4,1,3,6,7,3,3,6,5,5,3,2,6,4,4,6,0,5,2,4,5,1,5,2,7,5,2,6,5,5,6,1,6,4,3,6,1,3,4,4,2,2,5,5,6,5,2,7,2,5,3,2,7,6,5,7,1,3,1,4
6001,grand_piano,0,0,0,0,0,0,1,6,1,2,0,5,5,4,3,0,2,1,0,3,1,3,2,0,3,0,5,4,0,3,3,6,2,2,2,3,3,3,1,1,2,3,2,4,4,5,2,2,3,3,3,1,3,1,0,4,1,2,1,1,3,0,1,0,2,6,1,2,0,2,0,0,0,0,0,0,0,0,0,0
6002,binocular,0,0,2,0,2,1,3,5,2,3,4,2,4,1,2,4,1,0,4,3,3,0,1,0,1,4,4,5,4,5,6,2,4,2,3,4,0,1,1,1,5,0,2,0,2,5,0,3,2,1,5,1,3,4,1,5,1,1,1,0,2,2,1,6,3,2,2,2,1,2,0,1,2,3,2,0,0,4,0,2
6003,watch,1,6,5,4,5,1,6,5,4,5,1,6,5,4,5,1,6,4,4,6,5,2,4,1,3,3,3,4,5,5,3,4,3,4,3,5,2,3,3,2,6,1,1,0,1,5,2,4,4,5,3,2,4,3,4,5,2,2,1,1,2,6,4,4,5,1,7,3,3,4,0,7,4,3,4,2,7,3,4,4
6004,sea_horse,3,2,6,6,4,2,2,4,5,6,3,4,5,5,5,2,4,4,6,3,3,1,7,6,5,2,2,6,4,7,2,2,6,5,6,5,3,4,6,5,2,4,4,7,5,3,2,7,6,5,4,2,7,6,6,4,3,6,6,4,4,1,5,7,4,4,2,4,6,6,5,2,4,7,5,3,3,6,7,4
6005,panda,3,5,5,6,4,3,3,6,6,6,3,4,4,6,6,4,2,4,4,7,5,2,5,6,5,3,1,7,6,6,4,3,6,7,4,2,3,7,6,5,4,1,5,6,6,3,4,4,6,7,3,3,4,6,6,3,5,3,4,6,3,4,4,6,5,4,2,6,5,6,5,2,6,6,5,3,5,5,6,5
6006,BACKGROUND_Google,0,0,0,0,0,4,1,4,2,5,4,2,2,5,4,1,1,1,1,1,0,0,0,0,0,5,0,4,7,3,4,0,5,5,5,4,1,3,4,2,1,1,1,4,0,1,1,0,2,2,2,1,2,2,2,4,3,6,4,2,0,5,2,2,3,0,4,4,5,4,0,4,3,3,3,1,3,5,2,3
6007,dragonfly,2,0,1,0,3,4,0,3,1,3,1,0,1,3,2,0,1,0,4,2,0,1,2,1,4,6,1,2,3,4,2,0,2,1,2,0,0,0,2,2,0,4,1,2,1,5,2,2,4,5,0,4,2,4,3,0,2,1,2,2,1,1,1,6,2,3,1,2,1,3,2,2,1,4,2,0,1,2,2,4
6008,water_lilly,1,4,5,5,6,1,2,4,4,5,2,2,5,4,5,2,2,4,4,6,1,2,4,5,6,4,2,4,5,6,4,2,5,4,6,3,4,5,6,5,1,2,3,5,6,2,2,3,5,5,1,3,5,5,6,1,4,4,4,6,2,3,4,5,6,3,1,4,4,5,2,2,3,6,6,1,3,2,5,4
6009,minaret,0,0,0,0,0,0,0,2,0,2,0,0,2,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,3,3,3,0,1,4,0,3,3,1,4,5,4,1,1,6,0,3,0,1,2,0,1,0,0,1,0,1,0,0,0,1,1,0,0,2,0,1,0,0,2,0,2,0,0,0,0,0
6010,garfield,5,0,2,0,1,4,3,2,4,6,7,1,3,4,4,6,0,1,2,2,5,1,2,1,3,5,1,6,6,5,5,3,5,5,4,5,1,2,1,3,7,1,3,2,2,4,3,4,4,4,2,2,2,5,6,6,0,5,4,2,5,5,5,1,2,3,6,6,2,2,1,6,1,5,2,5,4,3,3,1
6011,airplanes,2,4,0,0,0,0,3,2,0,0,0,4,0,1,0,1,1,0,1,0,4,2,0,0,3,0,5,0,2,0,0,5,1,0,0,1,3,1,3,1,1,6,1,3,3,0,7,1,4,0,1,7,5,2,3,2,5,3,6,4,1,2,0,0,0,0,5,0,0,0,0,6,1,3,1,2,7,2,2,2
6012,minaret,0,0,1,0,1,0,0,1,5,2,1,0,0,2,1,0,0,0,4,2,1,2,2,4,3,4,3,5,6,3,2,2,6,3,3,0,0,0,2,0,4,1,5,7,5,2,1,0,6,3,1,0,0,6,1,0,0,0,0,0,2,0,0,7,6,2,1,6,7,6,2,1,2,7,4,0,0,2,0,2
6013,joshua_tree,0,0,0,0,0,2,0,1,3,2,2,0,5,3,5,0,1,2,1,1,1,1,2,1,1,2,2,2,3,4,3,1,5,3,5,0,2,2,2,2,2,4,5,5,6,3,3,5,6,6,3,2,5,4,7,2,3,5,5,6,2,4,3,6,7,5,3,5,5,5,2,4,5,6,5,2,4,6,5,6
6014,beaver,3,3,7,7,5,2,5,6,5,6,3,4,4,7,5,4,5,5,6,3,2,4,5,5,5,2,3,4,6,6,3,2,5,7,5,2,4,6,6,5,2,5,5,5,6,1,6,5,5,4,2,3,5,5,4,1,4,5,7,5,3,3,6,4,6,2,5,4,5,6,2,4,4,7,6,3,3,6,6,6
6015,car_side,4,3,5,7,5,3,4,5,4,6,2,3,4,7,6,3,3,6,7,5,3,5,4,5,4,5,5,6,5,3,4,6,2,3,5,2,6,3,5,4,0,7,2,2,1,2,6,2,3,2,2,7,2,0,2,0,7,2,0,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,0,0,1
6016,hedgehog,0,0,0,0,0,1,2,4,0,6,0,5,4,3,6,0,1,0,3,3,1,1,3,4,3,2,3,6,4,7,0,6,2,3,7,3,3,4,5,5,2,1,4,3,2,1,6,4,4,4,0,6,5,2,7,3,2,5,3,6,0,2,1,3,2,0,5,3,3,5,1,6,4,2,3,1,4,4,2,1
6017,airplanes,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,1,1,1,0,0,2,2,1,4,0,2,1,0,0,1,0,0,0,0,1,1,0,1,1,0,7,1,4,4,1,6,3,6,3,2,4,2,0,2,1,0,0,0,0,0,0,0,0,0,1,1,2,0,2,2,0,0,0,0
6018,hedgehog,6,2,7,2,5,4,3,7,6,3,3,3,5,6,6,2,2,3,6,7,2,3,7,2,6,5,2,6,5,4,3,3,5,3,7,2,2,6,7,5,4,4,3,6,3,5,4,6,5,3,2,5,6,6,4,1,5,6,6,3,2,4,4,6,3,5,2,6,5,4,1,6,7,6,0,1,5,6,5,1
6019,wrench,0,1,0,1,2,0,1,1,6,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,7,4,0,0,0,6,4,0,1,0,1,1,2,2,1,1,2,0,5,3,3,4,1,4,2,7,6,4,3,3,2,5,0,2,0,2,1,0,3,0,0,1,0,3,1,4,3,1,2,3,3,4
6020,airplanes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,3,1,0,3,0,4,0,0,1,0,2,0,0,0,0,0,0,0,1,1,2,0,1,7,5,2,1,0,7,3,3,2,0,2,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
6021,Faces,3,3,4,5,3,3,3,5,3,1,3,4,5,6,4,2,5,4,6,4,2,1,0,0,1,2,1,6,2,2,5,3,5,5,2,5,0,4,3,2,4,0,3,1,0,4,1,0,4,2,6,3,5,6,1,7,1,2,0,1,5,3,3,4,3,4,3,4,1,4,5,3,7,6,3,4,1,1,4,2
6022,headphone,0,1,2,0,2,0,3,1,1,2,0,4,3,3,3,1,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,4,2,3,2,3,0,1,1,2,0,0,0,0,0,3,0,0,1,1,4,1,3,2,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6023,scorpion,2,6,2,3,2,0,7,2,4,1,1,6,1,4,2,1,4,5,5,1,2,4,6,3,5,1,5,5,4,5,3,3,6,5,6,2,4,5,4,6,1,6,4,5,5,2,3,6,6,6,2,6,6,6,4,0,7,0,4,4,2,7,3,4,3,0,6,6,4,3,0,7,1,5,3,0,7,3,5,3
6024,emu,1,2,6,6,7,4,1,3,7,7,2,3,7,5,6,3,2,6,5,7,2,2,6,4,7,4,2,6,3,7,3,2,6,4,7,2,3,6,6,7,1,3,5,5,7,4,3,5,6,6,4,2,6,6,5,2,2,6,4,7,2,1,6,5,7,2,4,5,3,7,3,3,6,4,7,3,2,6,3,7
6025,gerenuk,4,1,2,3,2,0,2,0,1,2,0,0,0,0,0,0,0,0,1,1,5,2,3,2,3,3,3,4,6,4,1,6,4,6,3,2,4,2,3,4,4,0,3,1,5,0,1,0,1,1,3,0,3,0,4,2,1,3,0,4,5,1,2,5,4,0,2,1,1,2,2,4,4,1,2,1,3,4,3,4
6026,cannon,2,5,6,3,5,4,1,4,4,4,3,3,6,4,6,3,4,7,5,4,4,1,5,5,5,1,3,6,4,4,1,3,7,1,4,3,2,3,4,5,4,3,5,2,5,2,1,6,3,4,1,1,3,4,4,3,1,4,4,3,1,5,4,4,5,1,5,4,3,5,1,6,4,3,4,1,5,3,4,6
6027,Faces,2,1,1,0,0,6,1,6,2,1,3,2,2,5,2,0,0,0,0,0,5,0,0,0,0,6,1,2,4,1,5,1,4,4,2,0,0,0,0,0,5,0,0,0,0,6,0,4,4,2,5,2,3,4,3,0,0,0,0,0,3,1,3,1,1,5,2,4,6,4,5,2,6,6,4,2,0,1,3,2
6028,laptop,0,0,0,0,0,6,3,2,0,1,2,5,2,2,2,6,2,0,1,1,0,0,0,0,0,4,2,1,2,3,1,3,0,0,1,6,1,0,0,1,0,2,5,3,3,4,3,6,4,6,3,5,5,4,5,4,3,3,4,4,0,3,0,3,2,1,4,4,4,3,0,6,2,3,3,2,0,4,1,2
6029,saxophone,2,4,7,5,4,2,4,6,4,4,4,3,6,4,5,1,2,6,6,5,1,2,5,6,7,1,2,2,6,5,4,2,6,6,4,2,4,6,3,5,3,2,1,7,6,1,2,5,5,4,6,1,4,5,2,4,3,6,5,6,3,4,3,6,5,2,1,2,5,4,5,0,3,3,1,4,0,4,0,3
6030,Faces,2,5,1,2,0,3,4,2,3,2,1,4,3,4,4,2,2,1,5,1,1,2,0,0,1,5,3,1,2,1,3,4,6,6,4,5,1,2,5,2,1,4,1,0,1,3,4,1,2,1,5,4,5,6,3,5,2,5,3,2,2,3,3,0,1,0,3,3,2,2,2,4,6,5,4,3,1,4,6,4
6031,strawberry,0,1,2,0,3,1,5,5,3,5,2,4,3,6,4,1,1,0,4,2,3,0,3,1,2,4,3,5,6,2,3,2,6,5,2,3,0,1,1,2,3,0,2,4,2,2,1,4,4,3,3,1,4,4,3,3,0,3,1,2,0,0,0,2,1,3,2,3,4,4,2,2,5,2,4,0,0,2,0,1
6032,Faces,7,3,4,1,3,4,4,4,6,4,3,2,5,6,6,5,3,5,4,3,6,2,1,3,3,3,4,7,4,4,4,5,2,3,1,7,1,4,6,3,7,4,2,3,3,6,3,5,4,3,5,3,6,6,3,7,2,5,3,2,4,3,4,3,3,4,2,2,7,4,3,3,7,0,3,6,2,2,7,2
6033,BACKGROUND_Google,2,2,5,4,4,3,3,4,5,5,1,2,3,5,6,2,1,2,2,6,3,3,4,3,6,3,3,4,5,6,4,3,5,5,5,4,2,5,5,7,3,1,4,5,7,6,1,6,5,5,5,3,6,6,4,5,2,5,5,7,2,3,4,4,7,4,4,3,4,6,3,4,3,4,6,2,2,6,5,7
6034,airplanes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,4,0,0,0,2,0,0,0,0,2,2,0,2,0,2,7,3,5,3,1,7,4,2,2,1,3,2,0,2,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0
6035,buddha,0,0,0,0,0,0,0,0,0,1,2,1,3,6,3,0,0,0,0,0,0,0,0,0,0,2,3,4,2,2,4,4,6,2,4,0,0,0,2,1,1,0,5,0,1,6,2,4,4,3,3,2,7,5,3,5,0,4,4,2,4,1,6,1,3,0,6,4,2,4,1,6,4,4,3,2,4,4,5,2
6036,soccer_ball,0,0,1,0,2,0,2,1,1,2,0,1,0,1,1,0,0,0,1,2,2,0,1,0,2,0,0,1,0,1,0,0,0,1,1,2,0,1,1,2,2,0,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1,1,2,0,0,0,1,1,0,2,0,1,2,0,1,1,0,1,1,0,2,0,2
6037,grand_piano,0,0,0,0,0,0,0,3,0,1,1,1,5,1,3,0,1,1,0,1,0,0,1,0,0,0,4,4,1,3,1,4,2,0,2,2,1,6,1,2,1,4,1,0,3,4,4,1,3,3,1,2,2,1,3,3,1,3,1,1,5,2,0,1,2,2,1,4,2,3,3,0,2,0,1,0,0,0,0,0
6038,nautilus,0,0,0,0,0,1,1,1,0,2,0,1,0,6,2,0,0,0,4,2,0,0,6,0,2,3,4,2,2,3,3,0,4,0,4,3,0,0,5,1,4,2,4,5,4,3,2,5,5,7,2,1,3,5,7,6,0,0,2,3,1,4,0,4,2,0,5,5,2,7,5,1,5,3,5,2,0,3,0,2
6039,grand_piano,0,0,0,0,0,1,2,0,3,2,0,1,0,2,1,0,0,0,0,0,1,3,2,2,3,0,6,1,2,3,0,4,1,4,3,1,1,1,1,2,4,0,0,1,0,4,2,0,1,1,4,3,2,3,2,3,0,1,0,1,0,0,0,0,0,1,0,1,1,1,4,1,1,1,1,0,0,0,0,0
6040,ibis,4,3,3,6,5,3,4,6,4,6,3,3,6,5,6,2,4,5,6,6,1,3,6,4,7,4,3,5,5,5,2,5,1,6,6,2,4,6,6,6,4,2,5,7,6,2,3,5,4,7,1,2,1,4,1,1,3,4,6,7,2,2,6,7,7,2,3,6,6,6,3,3,5,4,7,2,4,5,6,6
6041,Motorbikes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,5,0,1,3,2,3,5,3,5,0,1,0,0,1,2,0,0,0,1,2,5,3,6,5,3,1,5,6,4,3,1,2,1,2,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0
6042,Faces,4,3,3,0,2,2,3,5,2,3,3,3,4,6,5,3,4,4,5,5,7,2,3,2,2,4,3,6,2,2,4,3,2,7,1,5,3,5,5,2,4,2,1,2,3,3,3,5,6,3,5,2,6,6,3,5,1,4,4,6,2,2,5,0,2,1,3,1,7,3,2,2,7,3,3,2,1,3,7,5
6043,revolver,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,5,2,1,2,0,6,2,1,1,0,6,1,1,0,3,2,7,1,3,0,4,5,1,2,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6044,lamp,0,0,0,0,0,3,1,4,0,4,2,1,1,4,5,0,0,0,0,1,1,1,1,0,5,1,4,4,6,3,2,3,5,3,5,0,1,1,4,3,0,6,2,0,0,3,6,4,1,1,3,6,0,0,0,0,6,0,0,0,0,1,0,0,0,2,2,4,3,3,1,2,3,2,3,0,0,0,0,0
6045,stegosaurus,1,4,1,2,1,1,2,3,2,2,1,2,4,0,3,1,2,0,0,1,3,4,3,3,2,6,0,3,6,4,3,3,5,3,6,3,5,4,2,2,4,2,5,4,4,3,3,5,5,6,2,3,6,6,6,2,5,2,6,4,2,4,0,2,3,3,3,0,3,3,1,3,3,0,4,2,5,2,2,3
6046,lobster,0,1,6,1,4,0,5,6,4,3,1,4,3,6,4,4,0,3,3,2,2,4,6,5,5,1,6,5,5,5,3,3,5,5,6,5,0,1,6,5,3,3,6,6,4,2,5,5,5,5,3,3,7,3,7,3,1,6,4,4,1,2,5,6,3,1,2,6,3,3,1,4,7,4,4,1,6,2,5,3
6047,Motorbikes,1,1,0,1,1,0,2,2,2,2,1,2,1,1,3,1,1,1,1,0,2,3,1,1,2,0,5,3,3,6,4,3,6,3,6,2,2,2,2,3,4,0,2,5,2,2,5,5,5,5,4,2,3,5,7,4,1,4,2,4,1,2,2,2,1,0,6,1,0,1,0,6,0,2,1,1,3,1,0,1
6048,Motorbikes,1,1,0,0,0,0,2,1,0,0,0,2,0,1,2,1,1,0,0,0,2,1,1,0,1,0,3,0,4,3,3,4,4,5,5,2,0,0,0,0,4,1,3,2,3,1,4,3,7,6,5,2,6,4,5,4,1,0,3,2,1,1,0,4,1,1,3,2,0,1,0,4,0,2,1,1,2,2,0,1
6049,yin_yang,0,0,6,1,1,2,3,7,1,3,0,6,2,1,3,0,1,1,5,3,3,1,6,1,2,4,0,3,3,4,2,1,2,1,4,2,0,0,2,1,1,0,0,1,2,0,2,3,2,1,2,3,0,7,2,1,0,2,0,1,0,1,0,3,3,1,3,0,4,2,2,3,5,0,3,0,1,0,1,2
6050,wheelchair,3,3,5,4,5,0,4,3,3,3,2,5,5,4,4,1,3,6,4,4,4,3,5,6,5,2,2,0,2,2,2,4,3,2,3,3,1,3,4,4,7,1,5,2,4,5,2,4,6,6,2,3,5,4,6,6,1,6,4,5,3,0,3,4,4,4,4,4,6,6,1,4,6,6,6,2,2,7,5,6
6051,trilobite,3,2,5,3,5,3,4,3,6,6,2,3,3,5,6,0,0,0,5,2,3,3,6,6,5,1,4,5,2,7,1,3,5,6,7,4,0,2,6,5,3,2,3,7,5,1,2,6,5,7,4,3,2,4,7,4,0,3,1,4,0,0,0,2,0,3,2,3,6,6,4,2,5,7,6,4,0,3,0,3
6052,bonsai,0,0,0,0,0,1,3,6,2,2,1,3,4,6,5,0,0,1,7,2,0,2,7,1,3,1,2,6,4,6,3,1,5,7,6,3,2,4,5,6,5,1,5,5,5,1,1,4,6,7,4,1,1,5,7,2,1,5,6,2,2,1,1,7,2,0,6,2,3,4,1,6,6,5,4,4,4,3,5,4
6053,dollar_bill,3,2,5,1,3,4,2,5,5,5,1,1,1,1,1,1,2,4,4,3,4,3,5,4,4,2,6,4,3,3,1,6,2,2,2,3,4,2,6,3,4,3,6,3,4,3,5,4,3,4,1,4,5,5,6,5,3,2,3,5,2,3,3,4,1,0,3,2,2,0,0,3,0,2,0,0,3,2,2,2
6054,ant,0,1,2,0,2,4,0,0,1,3,0,0,0,0,0,0,0,0,2,2,4,3,7,0,4,3,3,5,6,6,1,4,3,6,6,3,1,4,6,7,0,2,2,5,4,3,1,5,0,5,3,3,1,5,6,2,1,4,2,4,0,0,0,2,1,0,0,0,1,2,0,0,0,0,0,1,0,2,0,2
6055,crab,4,3,3,5,4,2,5,2,7,2,2,0,7,2,1,0,0,3,0,0,6,1,5,6,3,2,3,6,5,3,1,4,2,7,1,3,1,6,4,2,5,2,5,6,5,1,5,6,1,3,1,4,6,7,2,4,2,5,4,3,6,0,5,4,3,6,2,3,4,2,6,1,2,3,3,3,0,5,5,4
6056,airplanes,3,4,5,4,3,0,7,4,4,2,3,5,4,6,3,4,4,2,5,2,0,5,3,7,2,1,7,2,1,3,0,6,2,2,2,1,7,0,1,0,2,5,0,2,2,0,7,2,2,2,0,7,0,3,1,2,6,1,2,2,1,6,0,0,0,0,6,0,1,1,1,5,1,2,2,1,6,1,1,0
6057,helicopter,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,0,4,2,3,1,1,1,0,0,1,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,1,1,0
6058,Faces,3,0,2,1,3,0,6,6,2,2,1,6,1,6,3,7,2,2,3,3,5,1,2,2,3,4,3,4,4,2,5,2,4,5,2,6,2,5,2,2,6,1,1,0,3,6,2,6,4,3,6,2,5,6,3,5,0,1,0,2,5,1,5,0,5,4,3,3,7,4,5,2,5,6,4,4,1,4,4,5
6059,helicopter,1,1,3,4,6,2,2,5,3,5,1,1,4,2,3,1,2,3,3,4,0,1,1,2,2,0,3,3,3,4,1,4,2,2,3,1,1,3,2,3,1,2,3,4,2,3,6,4,2,5,2,6,3,4,3,0,5,2,1,4,1,5,2,0,2,0,7,2,1,3,0,7,2,3,3,0,6,2,0,0
6060,Motorbikes,1,2,0,0,0,0,3,0,0,0,0,2,0,1,0,1,0,0,0,0,2,3,2,3,2,0,6,2,2,2,1,3,3,4,6,1,3,0,1,0,4,1,6,3,4,1,5,4,4,5,4,4,5,5,6,3,3,3,5,4,2,3,2,3,2,0,3,4,3,3,0,4,4,3,3,0,2,3,4,4
6061,Faces,1,4,0,0,0,0,4,0,0,0,0,5,4,4,2,4,2,2,6,1,4,5,2,4,3,4,4,0,0,0,6,2,4,5,3,7,0,3,2,1,7,1,4,1,2,0,0,2,3,1,5,4,4,4,3,6,0,3,1,2,6,2,0,1,2,0,1,2,0,2,5,2,5,6,3,4,0,2,5,2
6062,watch,0,2,1,0,1,2,3,5,2,4,2,2,1,4,4,0,2,0,1,0,5,2,5,3,5,5,1,4,5,6,3,1,4,5,7,5,1,4,7,6,5,3,3,5,4,3,2,5,7,4,3,2,4,5,7,5,2,5,4,5,0,0,0,2,0,2,3,2,6,4,1,2,4,3,6,0,0,1,0,0
6063,Motorbikes,0,1,1,0,1,0,3,2,3,1,0,4,3,3,4,4,2,2,3,2,3,6,5,5,3,2,5,6,4,4,4,3,4,6,5,4,2,2,2,3,3,5,1,3,3,3,6,3,5,4,3,4,5,5,6,4,1,3,5,3,1,3,1,1,0,0,6,0,0,1,0,6,0,3,3,1,1,2,0,0
